,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Date,Team
134,Alexis Mac Allister,10.0,ar ARG,DM,25-279,90,0,0,0,0,0,0,0,0,57,2,1,5,0.0,0.0,0.1,3,0,41,48,85.4,4,23,3,1,0,2024-9-28,Liverpool
135,Ryan Gravenberch,38.0,nl NED,DM,22-135,90,0,0,0,0,0,0,0,0,70,3,0,0,0.0,0.0,0.0,2,1,57,62,91.9,6,36,3,1,0,2024-9-28,Liverpool
136,Andrew Robertson,26.0,sct SCO,LB,30-201,88,0,0,0,0,0,0,0,0,85,0,1,0,0.0,0.0,0.8,1,0,66,80,82.5,8,40,2,0,0,2024-9-28,Liverpool
137,Joe Gomez,2.0,eng ENG,LB,27-128,2,0,0,0,0,0,0,0,0,6,1,0,1,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,0,2024-9-28,Liverpool
138,Virgil van Dijk,4.0,nl NED,CB,33-082,90,0,0,0,0,0,0,0,0,93,0,1,1,0.0,0.0,0.0,1,0,79,86,91.9,6,48,0,0,0,2024-9-28,Liverpool
139,Ibrahima Konaté,5.0,fr FRA,CB,25-126,90,1,0,0,0,2,1,1,0,74,0,2,1,0.2,0.2,0.0,0,0,59,67,88.1,2,39,0,0,0,2024-9-28,Liverpool
140,Trent Alexander-Arnold,66.0,eng ENG,RB,25-357,90,0,0,0,0,2,1,1,0,73,2,1,0,0.1,0.1,0.0,1,0,46,66,69.7,6,28,4,2,0,2024-9-28,Liverpool
141,Alisson,1.0,br BRA,GK,31-362,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,27,32,84.4,0,23,0,0,0,2024-9-28,Liverpool
142,14 Players,,,,,990,2,1,1,1,9,5,3,0,655,10,7,11,2.5,1.8,1.1,16,4,476,574,82.9,42,317,20,12,4,2024-9-28,Liverpool
143,Luis Díaz,7.0,co COL,"FW,LW",27-323,89,0,0,0,0,0,0,0,0,29,0,0,1,0.0,0.0,0.0,4,2,15,18,83.3,6,21,2,4,1,2024-12-1,Liverpool
144,Harvey Elliott,19.0,eng ENG,LW,21-241,1,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,2024-12-1,Liverpool
145,Cody Gakpo,18.0,nl NED,LW,25-208,72,1,0,0,0,4,2,0,0,28,1,0,0,1.4,1.4,0.0,2,0,13,17,76.5,2,16,3,2,2,2024-12-1,Liverpool
146,Darwin Núñez,9.0,uy URU,FW,25-160,18,0,0,0,0,0,0,0,0,6,2,0,0,0.0,0.0,0.0,1,0,0,1,0.0,0,2,0,0,0,2024-12-1,Liverpool
147,Mohamed Salah,11.0,eg EGY,RW,32-169,83,1,1,1,1,2,0,0,0,24,0,1,0,1.4,0.6,0.9,4,1,12,16,75.0,1,20,6,3,1,2024-12-1,Liverpool
148,Curtis Jones,17.0,eng ENG,AM,23-306,7,0,0,0,0,1,1,0,0,10,0,0,0,0.0,0.0,0.0,0,0,8,8,100.0,2,7,1,0,0,2024-12-1,Liverpool
149,Dominik Szoboszlai,8.0,hu HUN,"AM,RW",24-037,90,0,0,0,0,3,2,0,0,72,1,1,0,0.2,0.2,0.3,4,0,51,63,81.0,5,44,4,1,0,2024-12-1,Liverpool
150,Alexis Mac Allister,10.0,ar ARG,DM,25-343,90,0,0,0,0,0,0,0,0,49,3,0,4,0.0,0.0,0.2,4,0,35,41,85.4,4,18,1,1,1,2024-12-1,Liverpool
151,Ryan Gravenberch,38.0,nl NED,DM,22-199,90,0,0,0,0,0,0,1,0,53,5,1,2,0.0,0.0,0.2,1,0,33,37,89.2,3,26,3,3,0,2024-12-1,Liverpool
152,Andrew Robertson,26.0,sct SCO,LB,30-265,90,0,0,0,0,1,0,0,0,40,3,0,0,0.0,0.0,0.2,3,0,28,32,87.5,4,18,3,1,0,2024-12-1,Liverpool
153,Virgil van Dijk,4.0,nl NED,CB,33-146,90,0,0,0,0,3,1,0,0,57,1,3,2,0.4,0.4,0.0,0,0,37,40,92.5,2,29,1,1,0,2024-12-1,Liverpool
154,Joe Gomez,2.0,eng ENG,CB,27-192,90,0,0,0,0,0,0,0,0,79,0,0,1,0.0,0.0,0.0,0,0,67,76,88.2,3,53,0,0,0,2024-12-1,Liverpool
155,Trent Alexander-Arnold,66.0,eng ENG,RB,26-055,72,0,0,0,0,3,0,0,0,65,4,0,1,0.1,0.1,0.3,2,1,37,53,69.8,0,29,0,0,0,2024-12-1,Liverpool
156,Jarell Quansah,78.0,eng ENG,RB,21-307,18,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,0,0,9,11,81.8,0,5,1,0,0,2024-12-1,Liverpool
157,Caoimhín Kelleher,62.0,ie IRL,GK,26-008,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,1,0,30,45,66.7,0,39,0,0,0,2024-12-1,Liverpool
158,15 Players,,,,,990,2,1,1,1,17,6,1,0,571,22,6,11,3.6,2.8,2.1,26,4,376,459,81.9,32,327,25,16,5,2024-12-1,Liverpool
159,Diogo Jota,20.0,pt POR,FW,27-285,59,0,0,0,0,3,1,0,0,23,0,0,0,0.3,0.3,0.0,1,0,8,14,57.1,1,15,3,2,0,2024-9-14,Liverpool
160,Darwin Núñez,9.0,uy URU,FW,25-082,31,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,1,0,3,6,50.0,0,5,2,0,0,2024-9-14,Liverpool
161,Luis Díaz,7.0,co COL,LW,27-245,59,0,0,0,0,1,0,0,0,36,2,1,0,0.1,0.1,0.0,1,0,25,26,96.2,1,23,1,3,0,2024-9-14,Liverpool
162,Cody Gakpo,18.0,nl NED,LW,25-130,31,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,8,11,72.7,0,10,0,1,1,2024-9-14,Liverpool
163,Mohamed Salah,11.0,eg EGY,RW,32-091,90,0,0,0,0,3,2,0,0,54,0,0,0,0.1,0.1,0.1,6,0,30,43,69.8,5,39,7,5,1,2024-9-14,Liverpool
164,Dominik Szoboszlai,8.0,hu HUN,AM,23-325,90,0,0,0,0,2,0,1,0,71,1,0,1,0.2,0.2,0.1,5,0,49,65,75.4,4,42,2,3,2,2024-9-14,Liverpool
165,Alexis Mac Allister,10.0,ar ARG,DM,25-265,59,0,0,0,0,1,1,0,0,55,1,0,0,0.1,0.1,0.2,2,0,46,49,93.9,2,33,0,0,0,2024-9-14,Liverpool
166,Conor Bradley,84.0,nir NIR,"CB,RB",21-067,31,0,0,0,0,0,0,0,0,24,0,1,0,0.0,0.0,0.0,0,0,18,23,78.3,1,15,2,0,0,2024-9-14,Liverpool
167,Ryan Gravenberch,38.0,nl NED,"DM,CM",22-121,90,0,0,0,0,1,1,1,0,86,2,2,2,0.0,0.0,0.1,2,0,64,73,87.7,13,60,4,3,2,2024-9-14,Liverpool
168,Andrew Robertson,26.0,sct SCO,LB,30-187,74,0,0,0,0,0,0,1,0,57,0,0,0,0.0,0.0,0.1,2,0,49,55,89.1,8,30,2,0,0,2024-9-14,Liverpool
169,Kostas Tsimikas,21.0,gr GRE,CB,28-125,16,0,0,0,0,0,0,0,0,15,1,1,1,0.0,0.0,0.0,0,0,11,11,100.0,2,5,0,0,0,2024-9-14,Liverpool
170,Virgil van Dijk,4.0,nl NED,CB,33-068,90,0,0,0,0,2,0,0,0,130,0,6,0,0.1,0.1,0.0,2,0,95,109,87.2,9,73,0,0,0,2024-9-14,Liverpool
171,Ibrahima Konaté,5.0,fr FRA,CB,25-112,74,0,0,0,0,0,0,0,0,66,0,0,1,0.0,0.0,0.0,1,0,56,60,93.3,7,39,1,0,0,2024-9-14,Liverpool
172,Curtis Jones,17.0,eng ENG,CM,23-228,16,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,8,9,88.9,1,8,0,0,0,2024-9-14,Liverpool
173,Trent Alexander-Arnold,66.0,eng ENG,"RB,CM,DM",25-343,90,0,0,0,0,1,0,1,0,93,4,0,0,0.0,0.0,0.2,4,0,56,81,69.1,9,57,3,3,0,2024-9-14,Liverpool
174,Alisson,1.0,br BRA,GK,31-348,90,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,17,20,85.0,0,11,0,0,0,2024-9-14,Liverpool
175,16 Players,,,,,990,0,0,0,0,14,5,4,0,760,12,11,5,0.9,0.9,0.9,27,0,543,655,82.9,63,465,27,20,6,2024-9-14,Liverpool
176,Luis Díaz,7.0,co COL,"FW,WB,LW",27-336,90,0,0,0,0,2,0,1,0,27,0,0,1,0.6,0.6,0.1,4,1,16,21,76.2,3,23,1,2,1,2024-12-14,Liverpool
177,Cody Gakpo,18.0,nl NED,LW,25-221,69,1,0,0,0,3,3,0,0,34,1,1,0,0.6,0.6,0.0,1,0,14,22,63.6,0,23,1,3,2,2024-12-14,Liverpool
178,Darwin Núñez,9.0,uy URU,FW,25-173,21,0,1,0,0,1,0,1,0,9,1,0,0,0.1,0.1,0.3,2,1,6,6,100.0,1,5,2,0,0,2024-12-14,Liverpool
179,Mohamed Salah,11.0,eg EGY,"RW,FW",32-182,90,0,1,0,0,4,0,0,0,48,1,0,0,0.2,0.2,0.5,3,1,20,31,64.5,1,35,2,7,3,2024-12-14,Liverpool
180,Dominik Szoboszlai,8.0,hu HUN,"LM,AM",24-050,78,0,0,0,0,0,0,0,0,49,2,0,0,0.0,0.0,0.5,5,0,37,46,80.4,6,22,3,1,1,2024-12-14,Liverpool
181,Harvey Elliott,19.0,eng ENG,WB,21-254,12,0,0,0,0,1,0,0,0,30,2,0,0,0.0,0.0,0.1,2,0,18,26,69.2,3,12,1,1,0,2024-12-14,Liverpool
182,Ryan Gravenberch,38.0,nl NED,"CB,CM,DM",22-212,90,0,0,0,0,0,0,0,0,77,2,3,1,0.0,0.0,0.0,1,0,65,68,95.6,8,58,1,5,2,2024-12-14,Liverpool
183,Curtis Jones,17.0,eng ENG,RM,23-319,69,0,0,0,0,1,0,1,0,54,0,0,0,0.0,0.0,0.0,1,0,46,48,95.8,5,33,2,0,0,2024-12-14,Liverpool
184,Jarell Quansah,78.0,eng ENG,CB,21-320,21,0,0,0,0,0,0,0,0,36,0,1,0,0.0,0.0,0.0,0,0,26,31,83.9,1,24,0,1,0,2024-12-14,Liverpool
185,Andrew Robertson,26.0,sct SCO,LB,30-278,15,0,0,0,0,0,0,0,1,14,1,1,0,0.0,0.0,0.0,0,0,9,12,75.0,0,6,0,0,0,2024-12-14,Liverpool
186,Virgil van Dijk,4.0,nl NED,CB,33-159,90,0,0,0,0,1,0,0,0,83,0,0,2,0.1,0.1,0.0,1,0,76,79,96.2,5,58,0,0,0,2024-12-14,Liverpool
187,Joe Gomez,2.0,eng ENG,"LB,CB",27-205,90,0,0,0,0,1,0,0,0,77,4,3,1,0.0,0.0,0.0,1,0,61,68,89.7,5,38,1,0,0,2024-12-14,Liverpool
188,Trent Alexander-Arnold,66.0,eng ENG,RB,26-068,78,0,0,0,0,0,0,0,0,83,0,0,2,0.0,0.0,0.0,1,0,59,76,77.6,10,47,1,0,0,2024-12-14,Liverpool
189,Diogo Jota,20.0,pt POR,AM,28-010,12,1,0,0,0,2,1,0,0,19,1,0,0,0.4,0.4,0.3,5,1,10,15,66.7,1,11,3,3,3,2024-12-14,Liverpool
190,Alisson,1.0,br BRA,GK,32-073,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,35,37,94.6,0,24,0,0,0,2024-12-14,Liverpool
191,15 Players,,,,,915,2,2,0,0,16,4,3,1,678,15,9,7,2.1,2.1,1.9,27,4,498,586,85.0,49,419,18,23,12,2024-12-14,Liverpool
192,Darwin Núñez,9.0,uy URU,FW,25-138,64,1,0,0,0,6,3,0,0,26,0,0,0,1.0,1.0,0.0,3,0,14,16,87.5,0,14,2,1,1,2024-11-9,Liverpool
193,Cody Gakpo,18.0,nl NED,"FW,LW",25-186,26,0,0,0,0,2,1,0,0,10,0,0,0,0.1,0.1,0.0,0,0,6,7,85.7,0,5,1,0,0,2024-11-9,Liverpool
194,Luis Díaz,7.0,co COL,"LW,FW",27-301,90,0,0,0,0,1,0,0,0,43,1,0,1,0.0,0.0,0.1,5,0,24,33,72.7,3,28,5,5,3,2024-11-9,Liverpool
195,Mohamed Salah,11.0,eg EGY,RW,32-147,90,1,1,0,0,3,1,0,0,46,2,0,0,0.8,0.8,0.7,2,0,21,32,65.6,5,27,2,2,0,2024-11-9,Liverpool
196,Curtis Jones,17.0,eng ENG,AM,23-284,64,0,0,0,0,0,0,0,0,47,1,0,1,0.0,0.0,0.0,0,0,35,40,87.5,6,26,1,2,1,2024-11-9,Liverpool
197,Dominik Szoboszlai,8.0,hu HUN,AM,24-015,26,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.1,1,0,12,13,92.3,2,9,1,1,1,2024-11-9,Liverpool
198,Alexis Mac Allister,10.0,ar ARG,DM,25-321,86,0,0,0,0,0,0,0,0,73,2,0,2,0.0,0.0,0.0,2,0,61,67,91.0,2,36,1,0,0,2024-11-9,Liverpool
199,Wataru Endo,3.0,jp JPN,DM,31-274,4,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,4,4,100.0,0,3,0,0,0,2024-11-9,Liverpool
200,Ryan Gravenberch,38.0,nl NED,DM,22-177,90,0,0,0,0,1,0,0,0,73,1,4,2,0.0,0.0,0.0,1,0,50,57,87.7,3,39,2,3,3,2024-11-9,Liverpool
201,Andrew Robertson,26.0,sct SCO,LB,30-243,90,0,0,0,0,0,0,0,0,95,1,2,0,0.0,0.0,0.3,3,0,71,84,84.5,7,48,1,1,0,2024-11-9,Liverpool
202,Virgil van Dijk,4.0,nl NED,CB,33-124,90,0,0,0,0,0,0,0,0,121,1,0,3,0.0,0.0,0.0,3,1,110,116,94.8,5,78,0,0,0,2024-11-9,Liverpool
203,Ibrahima Konaté,5.0,fr FRA,CB,25-168,90,0,0,0,0,1,0,0,0,83,1,1,1,0.1,0.1,0.0,1,0,69,74,93.2,3,46,0,0,0,2024-11-9,Liverpool
204,Trent Alexander-Arnold,66.0,eng ENG,RB,26-033,24,0,0,0,0,0,0,0,0,19,1,0,0,0.0,0.0,0.1,1,0,15,19,78.9,3,10,2,0,0,2024-11-9,Liverpool
205,Conor Bradley,84.0,nir NIR,RB,21-123,66,0,0,0,0,0,0,0,0,62,1,0,0,0.0,0.0,0.0,1,0,48,53,90.6,4,36,3,0,0,2024-11-9,Liverpool
206,Caoimhín Kelleher,62.0,ie IRL,GK,25-352,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,24,29,82.8,0,18,0,0,0,2024-11-9,Liverpool
207,15 Players,,,,,990,2,1,0,0,14,5,0,0,747,12,7,11,2.0,2.0,1.3,23,1,564,644,87.6,43,423,21,15,9,2024-11-9,Liverpool
208,Diogo Jota,20.0,pt POR,FW,27-321,29,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,3,2,0,0,2024-10-20,Liverpool
209,Darwin Núñez,9.0,uy URU,FW,25-118,61,0,0,0,0,0,0,1,0,14,3,0,0,0.0,0.0,0.0,2,0,6,8,75.0,1,9,0,0,0,2024-10-20,Liverpool
210,Cody Gakpo,18.0,nl NED,LW,25-166,65,0,0,0,0,1,0,0,0,23,2,0,3,0.0,0.0,0.2,2,0,10,14,71.4,2,13,1,1,0,2024-10-20,Liverpool
211,Luis Díaz,7.0,co COL,LW,27-281,25,0,0,0,0,2,1,0,0,15,1,0,0,0.1,0.1,0.0,1,0,9,11,81.8,1,9,1,2,1,2024-10-20,Liverpool
212,Mohamed Salah,11.0,eg EGY,RW,32-127,90,1,1,1,1,1,0,0,0,38,1,1,0,0.8,0.0,0.7,4,2,17,31,54.8,3,31,1,4,3,2024-10-20,Liverpool
213,Dominik Szoboszlai,8.0,hu HUN,AM,23-361,90,0,0,0,0,1,1,1,0,47,0,1,3,0.2,0.2,0.0,1,1,31,38,81.6,5,20,3,0,0,2024-10-20,Liverpool
214,Curtis Jones,17.0,eng ENG,DM,23-264,80,1,0,0,0,2,2,0,0,52,3,1,1,0.8,0.8,0.0,3,1,37,42,88.1,3,33,1,2,1,2024-10-20,Liverpool
215,Alexis Mac Allister,10.0,ar ARG,DM,25-301,10,0,0,0,0,0,0,1,0,12,2,0,0,0.0,0.0,0.0,1,0,8,10,80.0,1,6,0,0,0,2024-10-20,Liverpool
216,Ryan Gravenberch,38.0,nl NED,DM,22-157,90,0,0,0,0,0,0,0,0,46,1,0,0,0.0,0.0,0.0,2,0,34,39,87.2,2,25,1,0,0,2024-10-20,Liverpool
217,Andrew Robertson,26.0,sct SCO,LB,30-223,90,0,0,0,0,0,0,0,0,62,3,0,1,0.0,0.0,0.0,1,0,47,55,85.5,4,27,0,0,0,2024-10-20,Liverpool
218,Virgil van Dijk,4.0,nl NED,CB,33-104,90,0,0,0,0,1,0,0,0,70,1,1,0,0.0,0.0,0.0,0,0,54,63,85.7,4,36,0,0,0,2024-10-20,Liverpool
219,Ibrahima Konaté,5.0,fr FRA,CB,25-148,90,0,0,0,0,0,0,1,0,46,1,0,1,0.0,0.0,0.0,0,0,36,40,90.0,2,23,0,0,0,2024-10-20,Liverpool
220,Trent Alexander-Arnold,66.0,eng ENG,RB,26-013,80,0,0,0,0,0,0,0,0,44,4,1,2,0.0,0.0,0.0,0,0,24,35,68.6,0,13,0,1,0,2024-10-20,Liverpool
221,Joe Gomez,2.0,eng ENG,RB,27-150,10,0,0,0,0,0,0,0,0,10,3,1,0,0.0,0.0,0.0,0,0,2,7,28.6,0,3,0,0,0,2024-10-20,Liverpool
222,Caoimhín Kelleher,62.0,ie IRL,GK,25-332,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,28,44,63.6,0,33,0,0,0,2024-10-20,Liverpool
223,15 Players,,,,,990,2,1,1,1,8,4,4,0,527,25,6,11,1.9,1.1,1.0,17,4,345,439,78.6,29,284,10,10,5,2024-10-20,Liverpool
224,Luis Díaz,7.0,co COL,"FW,LW",27-344,86,2,0,0,0,7,5,0,0,45,0,0,0,1.1,1.1,0.2,6,1,30,34,88.2,10,27,2,1,1,2024-12-22,Liverpool
225,Darwin Núñez,9.0,uy URU,LW,25-181,4,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,2,0,0,2024-12-22,Liverpool
226,Cody Gakpo,18.0,nl NED,LW,25-229,67,0,0,0,0,1,0,1,0,35,2,0,1,0.1,0.1,0.3,3,0,16,22,72.7,3,23,3,2,0,2024-12-22,Liverpool
227,Diogo Jota,20.0,pt POR,FW,28-018,23,0,0,0,0,1,0,0,0,17,0,0,1,0.1,0.1,0.0,3,0,12,13,92.3,5,11,2,0,0,2024-12-22,Liverpool
228,Mohamed Salah,11.0,eg EGY,RW,32-190,86,2,2,0,0,7,3,0,0,27,0,0,0,2.4,2.4,1.1,7,2,10,15,66.7,5,22,2,4,1,2024-12-22,Liverpool
229,Harvey Elliott,19.0,eng ENG,RW,21-262,4,0,0,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.0,0,0,6,7,85.7,1,3,0,1,0,2024-12-22,Liverpool
230,Dominik Szoboszlai,8.0,hu HUN,AM,24-058,90,1,1,0,0,6,1,1,0,63,1,1,4,2.1,2.1,0.6,7,5,39,45,86.7,4,23,3,2,1,2024-12-22,Liverpool
231,Alexis Mac Allister,10.0,ar ARG,DM,25-364,67,1,0,0,0,1,1,0,0,57,4,4,1,0.4,0.4,0.0,1,0,39,45,86.7,5,22,1,0,0,2024-12-22,Liverpool
232,Curtis Jones,17.0,eng ENG,DM,23-327,23,0,0,0,0,0,0,0,0,20,1,1,0,0.0,0.0,0.0,0,0,15,15,100.0,0,14,0,0,0,2024-12-22,Liverpool
233,Ryan Gravenberch,38.0,nl NED,DM,22-220,90,0,0,0,0,0,0,0,0,57,3,2,0,0.0,0.0,0.0,1,0,43,47,91.5,1,32,2,3,1,2024-12-22,Liverpool
234,Andrew Robertson,26.0,sct SCO,LB,30-286,90,0,0,0,0,0,0,0,0,77,3,1,0,0.0,0.0,0.1,2,0,60,68,88.2,6,39,2,0,0,2024-12-22,Liverpool
235,Virgil van Dijk,4.0,nl NED,CB,33-167,90,0,0,0,0,0,0,0,0,78,7,2,2,0.0,0.0,0.0,0,0,55,64,85.9,1,28,0,0,0,2024-12-22,Liverpool
236,Joe Gomez,2.0,eng ENG,CB,27-213,90,0,0,0,0,0,0,0,0,74,2,1,0,0.0,0.0,0.0,2,1,58,64,90.6,7,49,0,0,0,2024-12-22,Liverpool
237,Trent Alexander-Arnold,66.0,eng ENG,RB,26-076,90,0,1,0,0,1,1,0,0,93,3,3,2,0.0,0.0,1.1,7,1,53,76,69.7,7,49,0,0,0,2024-12-22,Liverpool
238,Alisson,1.0,br BRA,GK,32-081,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.6,1,0,16,23,69.6,0,17,0,1,1,2024-12-22,Liverpool
239,15 Players,,,,,990,6,4,0,0,24,11,2,0,681,27,15,12,6.2,6.2,3.9,40,10,453,540,83.9,55,361,19,14,5,2024-12-22,Liverpool
240,Darwin Núñez,9.0,uy URU,FW,25-125,90,0,1,0,0,0,0,1,0,24,1,0,0,0.0,0.0,0.3,2,1,13,18,72.2,2,14,0,3,2,2024-10-27,Liverpool
241,Luis Díaz,7.0,co COL,LW,27-288,62,0,1,0,0,0,0,0,0,27,3,1,1,0.0,0.0,0.3,1,1,11,14,78.6,0,14,1,5,2,2024-10-27,Liverpool
242,Cody Gakpo,18.0,nl NED,LW,25-173,28,0,0,0,0,0,0,0,0,22,0,1,0,0.0,0.0,0.0,1,0,13,19,68.4,1,16,1,1,1,2024-10-27,Liverpool
243,Mohamed Salah,11.0,eg EGY,RW,32-134,90,1,0,0,0,3,2,0,0,42,0,0,0,0.4,0.4,0.0,2,0,26,37,70.3,3,29,4,4,2,2024-10-27,Liverpool
244,Curtis Jones,17.0,eng ENG,"AM,DM",23-271,89,0,0,0,0,1,0,0,0,54,3,0,2,0.1,0.1,0.0,0,0,42,43,97.7,6,32,0,1,0,2024-10-27,Liverpool
245,Wataru Endo,3.0,jp JPN,DM,31-261,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,2024-10-27,Liverpool
246,Alexis Mac Allister,10.0,ar ARG,DM,25-308,62,0,0,0,0,1,1,1,0,25,1,0,0,0.1,0.1,0.0,2,0,16,20,80.0,4,11,0,0,0,2024-10-27,Liverpool
247,Dominik Szoboszlai,8.0,hu HUN,AM,24-002,28,0,0,0,0,0,0,0,0,15,0,0,2,0.0,0.0,0.0,0,0,11,13,84.6,0,9,2,0,0,2024-10-27,Liverpool
248,Ryan Gravenberch,38.0,nl NED,DM,22-164,90,0,0,0,0,1,0,0,0,61,2,1,2,0.0,0.0,0.0,1,0,42,47,89.4,2,36,0,2,1,2024-10-27,Liverpool
249,Andrew Robertson,26.0,sct SCO,LB,30-230,62,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.0,1,0,21,30,70.0,1,13,0,1,0,2024-10-27,Liverpool
250,Kostas Tsimikas,21.0,gr GRE,LB,28-168,28,0,0,0,0,0,0,0,0,28,2,1,0,0.0,0.0,0.0,0,0,20,24,83.3,1,12,0,0,0,2024-10-27,Liverpool
251,Virgil van Dijk,4.0,nl NED,CB,33-111,90,1,0,0,0,1,1,0,0,93,1,1,0,0.3,0.3,0.0,1,0,73,84,86.9,1,48,0,0,0,2024-10-27,Liverpool
252,Ibrahima Konaté,5.0,fr FRA,CB,25-155,90,0,0,0,0,0,0,0,0,71,2,0,1,0.0,0.0,0.0,1,0,54,61,88.5,2,40,0,0,0,2024-10-27,Liverpool
253,Trent Alexander-Arnold,66.0,eng ENG,RB,26-020,90,0,0,0,0,2,0,0,0,66,0,0,1,0.0,0.0,0.1,3,2,42,61,68.9,5,33,1,0,0,2024-10-27,Liverpool
254,Caoimhín Kelleher,62.0,ie IRL,GK,25-339,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,26,42,61.9,0,32,0,1,1,2024-10-27,Liverpool
255,15 Players,,,,,990,2,2,0,0,9,4,2,0,605,16,5,9,0.8,0.8,0.7,15,4,411,514,80.0,28,339,9,18,9,2024-10-27,Liverpool
256,Darwin Núñez,9.0,uy URU,FW,25-185,77,0,0,0,0,4,1,0,0,25,0,0,1,0.4,0.4,0.0,1,0,10,19,52.6,3,10,1,0,0,2024-12-26,Liverpool
257,Diogo Jota,20.0,pt POR,FW,28-022,13,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,9,10,90.0,0,5,0,1,0,2024-12-26,Liverpool
258,Cody Gakpo,18.0,nl NED,LW,25-233,90,1,1,0,0,3,2,0,0,43,1,0,2,0.1,0.1,0.4,5,2,25,32,78.1,2,35,4,3,3,2024-12-26,Liverpool
259,Mohamed Salah,11.0,eg EGY,RW,32-194,90,1,0,0,0,5,3,0,0,55,0,0,0,0.6,0.6,0.1,3,1,35,45,77.8,7,41,5,3,2,2024-12-26,Liverpool
260,Curtis Jones,17.0,eng ENG,AM,23-331,76,1,0,0,0,2,1,0,0,50,3,0,0,0.8,0.8,0.0,1,0,36,40,90.0,5,32,0,0,0,2024-12-26,Liverpool
261,Dominik Szoboszlai,8.0,hu HUN,"AM,LM",24-062,14,0,0,0,0,0,0,1,0,15,0,0,0,0.0,0.0,0.0,1,1,12,13,92.3,2,8,1,0,0,2024-12-26,Liverpool
262,Alexis Mac Allister,10.0,ar ARG,DM,26-002,89,0,2,0,0,1,0,0,0,67,5,1,3,0.0,0.0,0.7,4,2,45,54,83.3,9,34,3,0,0,2024-12-26,Liverpool
263,Harvey Elliott,19.0,eng ENG,RM,21-266,1,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,7,7,100.0,2,6,0,0,0,2024-12-26,Liverpool
264,Ryan Gravenberch,38.0,nl NED,DM,22-224,86,0,0,0,0,0,0,0,0,61,2,2,0,0.0,0.0,0.2,3,0,49,51,96.1,9,40,2,2,0,2024-12-26,Liverpool
265,Wataru Endo,3.0,jp JPN,"CM,DM",31-321,4,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,0,0,0,2024-12-26,Liverpool
266,Andrew Robertson,26.0,sct SCO,LB,30-290,85,0,0,0,0,1,0,1,0,112,0,0,2,0.0,0.0,0.1,4,0,90,107,84.1,13,77,4,0,0,2024-12-26,Liverpool
267,Kostas Tsimikas,21.0,gr GRE,LB,28-228,5,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,13,14,92.9,3,10,0,0,0,2024-12-26,Liverpool
268,Virgil van Dijk,4.0,nl NED,CB,33-171,90,0,0,0,0,0,0,0,0,116,3,2,0,0.0,0.0,0.0,0,0,103,108,95.4,4,81,0,0,0,2024-12-26,Liverpool
269,Joe Gomez,2.0,eng ENG,CB,27-217,90,0,0,0,0,0,0,1,0,107,2,1,1,0.0,0.0,0.1,2,0,92,100,92.0,14,78,4,0,0,2024-12-26,Liverpool
270,Trent Alexander-Arnold,66.0,eng ENG,RB,26-080,90,0,0,0,0,3,0,0,0,110,2,2,0,0.1,0.1,0.1,7,0,76,100,76.0,21,72,6,0,0,2024-12-26,Liverpool
